CDS_CODE	COUNTY	DISTRICT	SCHOOL	HISPANIC	AM_IND	ASIAN	PAC_ISLD	FILIPINO	AFRICAN_AM	WHITE	TWO_MORE_RACES	NOT_REPORTED	TOTAL	YEAR
16638911632207	Kings	Corcoran Joint Unified	Corcoran High	44	0	0	0	0	1	6	0	0	51	1415
16639250118919	Kings	Hanford Joint Union High	Sierra Pacific High	22	0	7	0	3	2	21	0	0	55	1415
16639251630060	Kings	Hanford Joint Union High	Hanford Night (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
16639251630169	Kings	Hanford Joint Union High	Hanford West High	44	0	3	0	3	8	33	1	0	92	1415
16639251634245	Kings	Hanford Joint Union High	Earl F. Johnson High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
16639251634401	Kings	Hanford Joint Union High	Hanford High	52	0	1	1	2	5	44	0	0	105	1415
16639820110205	Kings	Lemoore Union High	Lemoore Middle College High	21	0	1	0	0	4	29	0	0	55	1415
16639821630011	Kings	Lemoore Union High	Jamison (Donald C.) High (Continuation)	1	0	0	0	0	0	0	0	0	1	1415
16639821635606	Kings	Lemoore Union High	Lemoore High	57	0	3	1	10	7	49	0	0	127	1415
16739321630078	Kings	Reef-Sunset Unified	Sunrise High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
16739321630953	Kings	Reef-Sunset Unified	Avenal High	2	0	0	0	0	0	0	0	0	2	1415
17101731730068	Lake	Lake County Office of Education	Renaissance Court	0	0	0	0	0	0	0	0	0	0	1415
17101731730167	Lake	Lake County Office of Education	Lloyd Hance Community	0	0	0	0	0	0	0	0	0	0	1415
17640141730043	Lake	Kelseyville Unified	Ed Donaldson Education Center	0	0	0	0	0	0	0	0	0	0	1415
17640141730159	Lake	Kelseyville Unified	Kelseyville Community Day	0	0	0	0	0	0	0	0	0	0	1415
17640141734359	Lake	Kelseyville Unified	Kelseyville High	18	1	0	0	0	0	18	1	0	38	1415
17640221730027	Lake	Konocti Unified	Carle (William C.) High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
17640221730118	Lake	Konocti Unified	Richard H. Lewis Alternative	0	0	0	0	0	0	0	1	0	1	1415
17640221735000	Lake	Konocti Unified	Lower Lake High	13	2	1	0	0	1	11	3	0	31	1415
17640301730019	Lake	Lakeport Unified	Natural High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
17640301730142	Lake	Lakeport Unified	Lakeport Alternative (Home School)	0	0	0	0	0	0	0	0	0	0	1415
17640301732304	Lake	Lakeport Unified	Clear Lake High	8	0	0	0	1	0	30	4	0	43	1415
17640550129601	Lake	Middletown Unified	California Connections Academy @ North Bay	0	0	0	0	0	0	1	0	0	1	1415
17640551730035	Lake	Middletown Unified	Loconoma Valley High	0	0	0	0	0	0	0	0	0	0	1415
17640551736008	Lake	Middletown Unified	Middletown High	11	0	1	1	0	0	24	1	0	38	1415
17640711737006	Lake	Upper Lake Union High	Upper Lake High	5	0	1	0	0	0	6	1	0	13	1415
18101811830058	Lassen	Lassen County Office of Education	Lassen County Juvenile Court	0	0	0	0	0	0	2	0	0	2	1415
18640891831601	Lassen	Big Valley Joint Unified	Big Valley Jr. Sr. High	0	0	0	0	0	0	1	0	0	1	1415
18641391833805	Lassen	Lassen Union High	Lassen High	6	2	0	0	2	0	34	0	0	44	1415
